Id,Name,EloRating,Generation,ParentA,ParentB,Wins,Losses,Draws
b721de45-0975-4b2a-8bc3-6aaa71560267,Nabakwala,1200,0,,,0,0,0
df51851e-6b28-49a5-b5a3-2fd31d355776,Ihila,1200,0,f9dcb32c-a94f-4330-87e1-3006d3c3e436,42612f1b-3d8e-4830-ad23-f91346c21b94,0,0,0
f9dcb32c-a94f-4330-87e1-3006d3c3e436,Kihikwaba,1200,0,,,0,0,0
42612f1b-3d8e-4830-ad23-f91346c21b94,Mokila,1200,0,,,0,0,0
95dd0fc2-afa9-42bd-8c95-9c93575497d9,Kimakwago,1200,0,b721de45-0975-4b2a-8bc3-6aaa71560267,3423e300-f87d-494a-8e68-b6a465435d34,0,0,0
3423e300-f87d-494a-8e68-b6a465435d34,Malikwane,1200,0,,,0,0,0
